"","animal","ID","lac12","lac_wk.","yearwk","yearmo","DIM","ch4clean","dfpcm","Sire","Dam"
"5002","PL005254375867","PL005254375867",1,17,"2015--40","2015--10",121,395.052537316075,31.153884,"FR2253772132","PL005159454988"
"5003","PL005254375867","PL005254375867",1,21,"2015--44","2015--11",149,405.430818633742,31.117152,"FR2253772132","PL005159454988"
"5004","PL005254375867","PL005254375867",1,23,"2015--46","2015--11",164,488.904992273932,30.554847,"FR2253772132","PL005159454988"
"5005","PL005254375867","PL005254375867",1,6,"2015--29","2015--07",44,345.717571772601,35.183045,"FR2253772132","PL005159454988"
"5006","PL005254375867","PL005254375867",1,9,"2015--32","2015--08",64,403.289114999468,36.386652,"FR2253772132","PL005159454988"
"5007","PL005254375867","PL005254375867",1,6,"2015--29","2015--07",43,366.43052219717,32.543406,"FR2253772132","PL005159454988"
"5008","PL005254375867","PL005254375867",1,11,"2015--34","2015--08",79,427.281032624908,35.62251,"FR2253772132","PL005159454988"
"5009","PL005254375867","PL005254375867",1,10,"2015--33","2015--08",73,391.191890835758,31.826193,"FR2253772132","PL005159454988"
"5010","PL005254375867","PL005254375867",1,8,"2015--31","2015--08",59,458.37913350787,36.859455,"FR2253772132","PL005159454988"
"5011","PL005254375867","PL005254375867",1,5,"2015--28","2015--07",37,317.690416110352,36.001602,"FR2253772132","PL005159454988"
"5012","PL005254375867","PL005254375867",1,9,"2015--32","2015--08",65,324.68994135814,35.62137,"FR2253772132","PL005159454988"
"5013","PL005254375881","PL005254375881",1,21,"2015--39","2015--09",149,282.107191701031,28.48974,"US62072898","PL005256749321"
"5014","PL005254375881","PL005254375881",1,19,"2015--37","2015--09",133,331.152408569576,31.868718,"US62072898","PL005256749321"
"5015","PL005254375881","PL005254375881",1,23,"2015--41","2015--10",162,373.486731501638,31.250232,"US62072898","PL005256749321"
"5016","PL005254375881","PL005254375881",1,11,"2015--29","2015--07",81,236.053667326589,26.400352,"US62072898","PL005256749321"
"5017","PL005254375881","PL005254375881",1,6,"2015--24","2015--06",45,341.319833295606,31.590116,"US62072898","PL005256749321"
"5018","PL005254375881","PL005254375881",1,23,"2015--41","2015--10",167,236.609447272808,28.714732,"US62072898","PL005256749321"
"5019","PL005254375881","PL005254375881",1,21,"2015--39","2015--10",152,308.940121047057,28.201608,"US62072898","PL005256749321"
"5020","PL005254375881","PL005254375881",1,12,"2015--30","2015--07",85,368.752173853275,28.994004,"US62072898","PL005256749321"
"5021","PL005254375881","PL005254375881",1,18,"2015--36","2015--09",128,270.108902577476,30.560402,"US62072898","PL005256749321"
"5022","PL005254375881","PL005254375881",1,22,"2015--40","2015--10",157,302.982921219093,27.044544,"US62072898","PL005256749321"
"5023","PL005254375881","PL005254375881",1,22,"2015--40","2015--10",158,321.355818500673,27.7136,"US62072898","PL005256749321"
"5024","PL005254375881","PL005254375881",1,11,"2015--29","2015--07",78,320.017545612276,26.653764,"US62072898","PL005256749321"
"5025","PL005254375881","PL005254375881",1,23,"2015--41","2015--10",161,317.359706143627,30.130492,"US62072898","PL005256749321"
"5026","PL005254375881","PL005254375881",1,14,"2015--32","2015--08",101,318.189373188893,28.802046,"US62072898","PL005256749321"
"5027","PL005254375881","PL005254375881",1,22,"2015--40","2015--10",159,272.906805614148,30.027249,"US62072898","PL005256749321"
"5028","PL005254375881","PL005254375881",1,12,"2015--30","2015--08",89,271.694795779767,30.31723,"US62072898","PL005256749321"
"5029","PL005254375881","PL005254375881",1,23,"2015--41","2015--10",165,288.916722849806,28.6767,"US62072898","PL005256749321"
"5030","PL005254375881","PL005254375881",1,18,"2015--36","2015--09",129,345.515655401908,30.2436,"US62072898","PL005256749321"
"5031","PL005254375881","PL005254375881",1,13,"2015--31","2015--08",94,214.494651825823,31.861417,"US62072898","PL005256749321"
"5032","PL005254375881","PL005254375881",1,22,"2015--40","2015--10",155,273.665827658061,25.576744,"US62072898","PL005256749321"
"5033","PL005254375881","PL005254375881",1,6,"2015--24","2015--06",48,263.688290643705,31.774256,"US62072898","PL005256749321"
"5034","PL005254375881","PL005254375881",1,19,"2015--37","2015--09",137,291.609855136684,26.695144,"US62072898","PL005256749321"
"5035","PL005254375881","PL005254375881",1,15,"2015--33","2015--08",106,265.841507652369,27.63657,"US62072898","PL005256749321"
"5036","PL005254375881","PL005254375881",1,21,"2015--39","2015--09",148,255.419646221584,29.244128,"US62072898","PL005256749321"
"5037","PL005254375881","PL005254375881",1,20,"2015--38","2015--09",145,299.872764909836,29.1618,"US62072898","PL005256749321"
"5038","PL005254375881","PL005254375881",1,15,"2015--33","2015--08",109,232.577286751816,27.457248,"US62072898","PL005256749321"
"5039","PL005254375881","PL005254375881",1,22,"2015--40","2015--10",154,261.360929282577,27.08472,"US62072898","PL005256749321"
"5040","PL005254375881","PL005254375881",1,13,"2015--31","2015--08",93,276.93268536998,32.287255,"US62072898","PL005256749321"
"5041","PL005254375881","PL005254375881",1,18,"2015--36","2015--09",132,356.67812995148,28.268559,"US62072898","PL005256749321"
"5042","PL005254375881","PL005254375881",1,6,"2015--24","2015--06",46,256.220758098899,31.105196,"US62072898","PL005256749321"
"5043","PL005254375881","PL005254375881",1,21,"2015--39","2015--10",150,300.048426308969,27.297053,"US62072898","PL005256749321"
"5044","PL005254375881","PL005254375881",1,10,"2015--28","2015--07",73,253.877953817043,32.76156,"US62072898","PL005256749321"
"5045","PL005254375881","PL005254375881",1,16,"2015--34","2015--08",116,237.361422882509,29.64024,"US62072898","PL005256749321"
"5046","PL005254375881","PL005254375881",1,17,"2015--35","2015--09",120,301.450632424579,32.137824,"US62072898","PL005256749321"
"5047","PL005254375881","PL005254375881",1,8,"2015--26","2015--06",57,423.168502603042,32.0125,"US62072898","PL005256749321"
"5048","PL005254375881","PL005254375881",1,17,"2015--35","2015--09",125,334.245672002387,28.72944,"US62072898","PL005256749321"
"5049","PL005254375881","PL005254375881",1,16,"2015--34","2015--08",117,388.80900344073,41.232611,"US62072898","PL005256749321"
"5050","PL005254375881","PL005254375881",1,20,"2015--38","2015--09",140,287.305881236721,24.77832,"US62072898","PL005256749321"
"5051","PL005254375881","PL005254375881",1,16,"2015--34","2015--08",113,246.588610581792,28.313952,"US62072898","PL005256749321"
"5052","PL005254375881","PL005254375881",1,10,"2015--28","2015--07",70,400.348785002617,31.43679,"US62072898","PL005256749321"
"5053","PL005254375881","PL005254375881",1,11,"2015--29","2015--07",82,286.693743590708,27.460187,"US62072898","PL005256749321"
"5054","PL005254375881","PL005254375881",1,7,"2015--25","2015--06",53,330.691145549889,29.293182,"US62072898","PL005256749321"
"5055","PL005254375881","PL005254375881",1,11,"2015--29","2015--07",77,209.353511908092,27.116602,"US62072898","PL005256749321"
"5056","PL005254375881","PL005254375881",1,10,"2015--28","2015--07",74,235.710256064115,30.730078,"US62072898","PL005256749321"
"5057","PL005254375881","PL005254375881",1,5,"2015--23","2015--06",37,199.663454223482,23.481826,"US62072898","PL005256749321"
"5058","PL005254375881","PL005254375881",1,7,"2015--25","2015--06",49,365.520701551827,30.796371,"US62072898","PL005256749321"
"5059","PL005254375881","PL005254375881",1,8,"2015--26","2015--06",56,320.06191622016,30.420376,"US62072898","PL005256749321"
"5060","PL005254375881","PL005254375881",1,13,"2015--31","2015--08",97,330.582082334697,29.931538,"US62072898","PL005256749321"
"5061","PL005254375881","PL005254375881",1,17,"2015--35","2015--09",121,318.807656697523,27.13095,"US62072898","PL005256749321"
"5062","PL005254375881","PL005254375881",1,5,"2015--23","2015--06",41,273.454742822118,24.595613,"US62072898","PL005256749321"
"5063","PL005254375881","PL005254375881",1,14,"2015--32","2015--08",98,420.08321101073,28.03449,"US62072898","PL005256749321"
"5064","PL005254375881","PL005254375881",1,12,"2015--30","2015--07",86,422.502839990006,31.99521,"US62072898","PL005256749321"
"5065","PL005254375881","PL005254375881",1,17,"2015--35","2015--09",124,328.534709792618,27.741032,"US62072898","PL005256749321"
"5066","PL005254375881","PL005254375881",1,20,"2015--38","2015--09",144,313.93202957207,26.727624,"US62072898","PL005256749321"
"5067","PL005254375881","PL005254375881",1,12,"2015--30","2015--08",90,543.483676097064,30.212174,"US62072898","PL005256749321"
"5068","PL005254375881","PL005254375881",1,8,"2015--26","2015--07",62,250.770179648363,33.094422,"US62072898","PL005256749321"
"5069","PL005254375881","PL005254375881",1,9,"2015--27","2015--07",66,229.698212011917,26.594847,"US62072898","PL005256749321"
"5070","PL005254375881","PL005254375881",1,9,"2015--27","2015--07",69,262.792949188221,28.84336,"US62072898","PL005256749321"
"5071","PL005254375881","PL005254375881",1,9,"2015--27","2015--07",65,219.389862243687,25.04774,"US62072898","PL005256749321"
"5072","PL005254375881","PL005254375881",1,15,"2015--33","2015--08",105,267.929375427504,29.9344,"US62072898","PL005256749321"
"5073","PL005254375881","PL005254375881",1,19,"2015--37","2015--09",136,357.585583435367,27.844398,"US62072898","PL005256749321"
"5074","PL005254375881","PL005254375881",1,7,"2015--25","2015--06",52,320.027328264426,28.314363,"US62072898","PL005256749321"
"5075","PL005254375881","PL005254375881",1,14,"2015--32","2015--08",102,300.056621060682,26.171772,"US62072898","PL005256749321"
"5076","PL005254375881","PL005254375881",1,6,"2015--24","2015--06",42,448.548847244968,30.872832,"US62072898","PL005256749321"
"5077","PL005254375881","PL005254375881",1,20,"2015--38","2015--09",141,285.96871794358,26.189589,"US62072898","PL005256749321"
"5078","PL005254375911","PL005254375911",1,19,"2015--34","2015--08",136,410.125481088057,34.834198,"UK631308","PL005215383924"
"5079","PL005254375911","PL005254375911",1,14,"2015--30","2015--07",104,431.975178181619,29.068515,"UK631308","PL005215383924"
"5080","PL005254375911","PL005254375911",1,11,"2015--26","2015--07",81,541.557219555327,34.38811,"UK631308","PL005215383924"
"5081","PL005254375911","PL005254375911",1,21,"2015--36","2015--09",149,434.786795823364,37.054512,"UK631308","PL005215383924"
"5082","PL005254375911","PL005254375911",1,20,"2015--36","2015--09",145,446.486176676597,35.032908,"UK631308","PL005215383924"
"5083","PL005254375911","PL005254375911",1,22,"2015--38","2015--09",160,445.394116997116,35.581167,"UK631308","PL005215383924"
"5084","PL005254375911","PL005254375911",1,21,"2015--36","2015--09",151,410.67510786426,38.27545,"UK631308","PL005215383924"
"5085","PL005254375911","PL005254375911",1,13,"2015--29","2015--07",96,308.299308447661,28.210952,"UK631308","PL005215383924"
"5086","PL005254375911","PL005254375911",1,21,"2015--37","2015--09",152,357.750950850266,37.279918,"UK631308","PL005215383924"
"5087","PL005254375911","PL005254375911",1,13,"2015--28","2015--07",92,350.03525018917,35.449331,"UK631308","PL005215383924"
"5088","PL005254375911","PL005254375911",1,10,"2015--25","2015--06",72,306.729770021753,26.710866,"UK631308","PL005215383924"
"5089","PL005254375911","PL005254375911",1,14,"2015--29","2015--07",101,239.479620592763,33.528078,"UK631308","PL005215383924"
"5090","PL005254375911","PL005254375911",1,12,"2015--27","2015--07",88,363.583526747243,31.76416,"UK631308","PL005215383924"
"5091","PL005254375911","PL005254375911",1,17,"2015--32","2015--08",120,323.996417761249,30.527934,"UK631308","PL005215383924"
"5092","PL005254375911","PL005254375911",1,19,"2015--35","2015--09",139,348.661178783039,35.695338,"UK631308","PL005215383924"
"5093","PL005254375911","PL005254375911",1,21,"2015--36","2015--09",148,397.317583441298,38.866902,"UK631308","PL005215383924"
"5094","PL005254375911","PL005254375911",1,23,"2015--38","2015--09",163,290.196576518092,29.987436,"UK631308","PL005215383924"
"5095","PL005254375911","PL005254375911",1,9,"2015--25","2015--06",68,441.307530732001,30.54436,"UK631308","PL005215383924"
"5096","PL005254375911","PL005254375911",1,23,"2015--39","2015--09",167,376.355139776786,39.254652,"UK631308","PL005215383924"
"5097","PL005254375911","PL005254375911",1,10,"2015--26","2015--06",76,371.163483148215,31.514444,"UK631308","PL005215383924"
"5098","PL005254375911","PL005254375911",1,8,"2015--23","2015--06",56,380.073536045086,27.815846,"UK631308","PL005215383924"
"5099","PL005254375911","PL005254375911",1,18,"2015--33","2015--08",128,233.547118586938,29.34657,"UK631308","PL005215383924"
"5100","PL005254375911","PL005254375911",1,16,"2015--31","2015--08",113,448.368266336528,32.215323,"UK631308","PL005215383924"
"5101","PL005254375911","PL005254375911",1,12,"2015--27","2015--07",84,274.16367827955,28.464667,"UK631308","PL005215383924"
"5102","PL005254375911","PL005254375911",1,17,"2015--33","2015--08",124,380.076696940106,34.217155,"UK631308","PL005215383924"
"5103","PL005254375911","PL005254375911",1,15,"2015--30","2015--08",109,553.270699661939,29.530944,"UK631308","PL005215383924"
"5104","PL005254375911","PL005254375911",1,15,"2015--30","2015--08",108,321.431181475274,27.933132,"UK631308","PL005215383924"
"5105","PL005254375911","PL005254375911",1,22,"2015--38","2015--09",159,340.549051586514,37.119524,"UK631308","PL005215383924"
"5106","PL005254375911","PL005254375911",1,9,"2015--24","2015--06",64,388.320027266594,26.96826,"UK631308","PL005215383924"
"5107","PL005254375911","PL005254375911",1,20,"2015--35","2015--09",140,466.521696116419,34.608504,"UK631308","PL005215383924"
"5108","PL005254375911","PL005254375911",1,13,"2015--29","2015--07",97,427.743945184181,29.733588,"UK631308","PL005215383924"
"5109","PL005254375911","PL005254375911",1,8,"2015--23","2015--06",60,281.913652657981,29.33238,"UK631308","PL005215383924"
"5110","PL005254375911","PL005254375911",1,12,"2015--28","2015--07",89,645.161883778644,33.080689,"UK631308","PL005215383924"
"5111","PL005254375911","PL005254375911",1,6,"2015--22","2015--06",47,384.275214032783,32.675104,"UK631308","PL005215383924"
"5112","PL005254375911","PL005254375911",1,13,"2015--28","2015--07",93,398.03952300221,34.380606,"UK631308","PL005215383924"
"5113","PL005254375911","PL005254375911",1,5,"2015--20","2015--05",39,328.206313343823,29.421728,"UK631308","PL005215383924"
"5114","PL005254375911","PL005254375911",1,16,"2015--32","2015--08",117,294.55587310001,35.403405,"UK631308","PL005215383924"
"5115","PL005254375911","PL005254375911",1,5,"2015--20","2015--05",38,506.860384157123,32.516076,"UK631308","PL005215383924"
"5116","PL005254375911","PL005254375911",1,18,"2015--34","2015--08",131,420.226734687988,36.913457,"UK631308","PL005215383924"
"5117","PL005254375911","PL005254375911",1,22,"2015--37","2015--09",157,343.58017139109,38.133458,"UK631308","PL005215383924"
"5118","PL005254375911","PL005254375911",1,23,"2015--38","2015--09",164,352.763056782482,31.12083,"UK631308","PL005215383924"
"5119","PL005254375911","PL005254375911",1,16,"2015--31","2015--08",116,419.673810277156,33.975736,"UK631308","PL005215383924"
"5120","PL005254375911","PL005254375911",1,15,"2015--30","2015--07",105,414.535496655844,26.23687,"UK631308","PL005215383924"
"5121","PL005254375911","PL005254375911",1,20,"2015--35","2015--09",143,453.54710195849,35.30865,"UK631308","PL005215383924"
"5122","PL005254375911","PL005254375911",1,22,"2015--37","2015--09",156,305.177995304819,37.686142,"UK631308","PL005215383924"
"5123","PL005254375911","PL005254375911",1,17,"2015--32","2015--08",121,277.41563479653,29.39286,"UK631308","PL005215383924"
"5124","PL005254375911","PL005254375911",1,6,"2015--21","2015--05",43,398.671310983882,34.663904,"UK631308","PL005215383924"
"5125","PL005254375911","PL005254375911",1,16,"2015--31","2015--08",112,437.170473189875,29.774225,"UK631308","PL005215383924"
"5126","PL005254375911","PL005254375911",1,7,"2015--22","2015--06",50,497.903396952168,31.410639,"UK631308","PL005215383924"
"5127","PL005254375911","PL005254375911",1,23,"2015--38","2015--09",161,320.667747829432,35.750286,"UK631308","PL005215383924"
"5128","PL005254375911","PL005254375911",1,14,"2015--29","2015--07",100,341.181622161482,33.73854,"UK631308","PL005215383924"
"5129","PL005254375911","PL005254375911",1,22,"2015--37","2015--09",155,462.826760569998,38.39692,"UK631308","PL005215383924"
"5130","PL005254375911","PL005254375911",1,21,"2015--37","2015--09",153,280.88392757197,37.670808,"UK631308","PL005215383924"
"5131","PL005254375911","PL005254375911",1,20,"2015--35","2015--09",144,354.027086309295,35.597779,"UK631308","PL005215383924"
"5132","PL005254375911","PL005254375911",1,21,"2015--36","2015--09",147,362.615983202605,38.239455,"UK631308","PL005215383924"
"5133","PL005254375911","PL005254375911",1,12,"2015--27","2015--07",85,571.520826840983,29.282516,"UK631308","PL005215383924"
"5134","PL005254375911","PL005254375911",1,6,"2015--21","2015--05",46,392.363039546542,34.331898,"UK631308","PL005215383924"
"5135","PL005254375911","PL005254375911",1,6,"2015--21","2015--05",42,413.70489530525,31.241852,"UK631308","PL005215383924"
"5136","PL005254375911","PL005254375911",1,18,"2015--34","2015--08",132,380.497673080104,37.131065,"UK631308","PL005215383924"
"5137","PL005254375911","PL005254375911",1,18,"2015--33","2015--08",129,328.939318855382,32.273748,"UK631308","PL005215383924"
"5138","PL005254375959","PL005254375959",1,17,"2015--34","2015--08",124,353.879181995411,32.000049,"DE0580675108","PL005178712748"
"5139","PL005254375959","PL005254375959",1,22,"2015--39","2015--09",159,509.56793818306,33.448316,"DE0580675108","PL005178712748"
"5140","PL005254375959","PL005254375959",1,18,"2015--35","2015--08",129,409.367606184561,32.76626,"DE0580675108","PL005178712748"
"5141","PL005254375959","PL005254375959",1,13,"2015--29","2015--07",92,237.415738133731,30.580743,"DE0580675108","PL005178712748"
"5142","PL005254375959","PL005254375959",1,21,"2015--38","2015--09",151,291.063937309854,30.56991,"DE0580675108","PL005178712748"
"5143","PL005254375959","PL005254375959",1,22,"2015--38","2015--09",154,215.583382171313,31.956827,"DE0580675108","PL005178712748"
"5144","PL005254375959","PL005254375959",1,6,"2015--23","2015--06",46,409.273061575383,27.73134,"DE0580675108","PL005178712748"
"5145","PL005254375959","PL005254375959",1,7,"2015--24","2015--06",53,351.359415062782,28.433592,"DE0580675108","PL005178712748"
"5146","PL005254375959","PL005254375959",1,8,"2015--25","2015--06",59,312.557816540174,27.373287,"DE0580675108","PL005178712748"
"5147","PL005254375959","PL005254375959",1,19,"2015--35","2015--09",133,250.530308557561,30.479652,"DE0580675108","PL005178712748"
"5148","PL005254375959","PL005254375959",1,21,"2015--37","2015--09",148,355.766916171485,32.071095,"DE0580675108","PL005178712748"
"5149","PL005254375959","PL005254375959",1,21,"2015--37","2015--09",147,279.256366257491,31.38372,"DE0580675108","PL005178712748"
"5150","PL005254375959","PL005254375959",1,20,"2015--37","2015--09",146,433.90988471473,33.412557,"DE0580675108","PL005178712748"
"5151","PL005254375959","PL005254375959",1,6,"2015--23","2015--06",47,323.986480766152,26.837255,"DE0580675108","PL005178712748"
"5152","PL005254375959","PL005254375959",1,21,"2015--37","2015--09",149,327.710660620511,30.788716,"DE0580675108","PL005178712748"
"5153","PL005254375959","PL005254375959",1,12,"2015--29","2015--07",88,296.532022851022,27.448674,"DE0580675108","PL005178712748"
"5154","PL005254375959","PL005254375959",1,7,"2015--24","2015--06",55,355.290846854835,28.32842,"DE0580675108","PL005178712748"
"5155","PL005254375959","PL005254375959",1,16,"2015--32","2015--08",112,335.221845913552,31.73632,"DE0580675108","PL005178712748"
"5156","PL005254375959","PL005254375959",1,9,"2015--25","2015--06",64,347.387155987586,29.39112,"DE0580675108","PL005178712748"
"5157","PL005254375959","PL005254375959",1,10,"2015--27","2015--07",73,378.295593372399,29.073341,"DE0580675108","PL005178712748"
"5158","PL005254375959","PL005254375959",1,9,"2015--26","2015--07",69,389.125988691402,26.4872,"DE0580675108","PL005178712748"
"5159","PL005254375959","PL005254375959",1,12,"2015--29","2015--07",90,257.835836900278,30.653461,"DE0580675108","PL005178712748"
"5160","PL005254375959","PL005254375959",1,19,"2015--36","2015--09",139,352.798819493112,33.444664,"DE0580675108","PL005178712748"
"5161","PL005254375959","PL005254375959",1,19,"2015--35","2015--09",135,297.799274180508,32.739606,"DE0580675108","PL005178712748"
"5162","PL005254375959","PL005254375959",1,19,"2015--36","2015--09",138,286.471142860486,33.71261,"DE0580675108","PL005178712748"
"5163","PL005254375959","PL005254375959",1,22,"2015--38","2015--09",155,271.196838009842,26.069235,"DE0580675108","PL005178712748"
"5164","PL005254375959","PL005254375959",1,11,"2015--27","2015--07",79,328.221714820199,25.622212,"DE0580675108","PL005178712748"
"5165","PL005254375959","PL005254375959",1,12,"2015--29","2015--07",87,188.70762963053,26.033976,"DE0580675108","PL005178712748"
"5166","PL005254375959","PL005254375959",1,10,"2015--26","2015--07",72,234.604881631706,28.028496,"DE0580675108","PL005178712748"
"5167","PL005254375959","PL005254375959",1,12,"2015--28","2015--07",84,333.78074984355,29.713242,"DE0580675108","PL005178712748"
"5168","PL005254375959","PL005254375959",1,23,"2015--40","2015--10",165,262.622391092012,30.099729,"DE0580675108","PL005178712748"
"5169","PL005254375959","PL005254375959",1,15,"2015--31","2015--08",107,322.267164211383,30.944559,"DE0580675108","PL005178712748"
"5170","PL005254375959","PL005254375959",1,8,"2015--25","2015--06",61,383.874459609474,28.578724,"DE0580675108","PL005178712748"
"5171","PL005254375959","PL005254375959",1,14,"2015--31","2015--08",104,340.112482826859,32.554872,"DE0580675108","PL005178712748"
"5172","PL005254375959","PL005254375959",1,17,"2015--33","2015--08",120,336.525218215143,32.008504,"DE0580675108","PL005178712748"
"5173","PL005254375959","PL005254375959",1,17,"2015--34","2015--08",123,392.040211201136,32.532948,"DE0580675108","PL005178712748"
"5174","PL005254375959","PL005254375959",1,4,"2015--20","2015--05",30,319.583517893023,23.29678,"DE0580675108","PL005178712748"
"5175","PL005254375959","PL005254375959",1,8,"2015--25","2015--06",60,303.187332511222,21.04293,"DE0580675108","PL005178712748"
"5176","PL005254375959","PL005254375959",1,20,"2015--36","2015--09",140,394.343049498771,35.604628,"DE0580675108","PL005178712748"
"5177","PL005254375959","PL005254375959",1,19,"2015--36","2015--09",137,360.449122872039,33.07239,"DE0580675108","PL005178712748"
"5178","PL005254375959","PL005254375959",1,14,"2015--31","2015--08",101,325.213519897972,31.8786,"DE0580675108","PL005178712748"
"5179","PL005254375959","PL005254375959",1,22,"2015--39","2015--10",160,389.383105116856,32.348385,"DE0580675108","PL005178712748"
"5180","PL005254375959","PL005254375959",1,5,"2015--21","2015--05",37,371.54380446832,24.871704,"DE0580675108","PL005178712748"
"5181","PL005254375959","PL005254375959",1,12,"2015--28","2015--07",85,330.957186155917,30.61079,"DE0580675108","PL005178712748"
"5182","PL005254375959","PL005254375959",1,13,"2015--30","2015--07",97,346.531256529248,32.26511,"DE0580675108","PL005178712748"
"5183","PL005254375959","PL005254375959",1,18,"2015--34","2015--08",126,176.387289436514,31.463365,"DE0580675108","PL005178712748"
"5184","PL005254375959","PL005254375959",1,9,"2015--25","2015--06",65,313.149105094139,28.831558,"DE0580675108","PL005178712748"
"5185","PL005254375959","PL005254375959",1,8,"2015--24","2015--06",56,437.64711766986,29.155005,"DE0580675108","PL005178712748"
"5186","PL005254375959","PL005254375959",1,4,"2015--21","2015--05",33,357.385326218109,22.342902,"DE0580675108","PL005178712748"
"5187","PL005254375959","PL005254375959",1,5,"2015--22","2015--06",38,442.528830513494,26.984265,"DE0580675108","PL005178712748"
"5188","PL005254375959","PL005254375959",1,12,"2015--28","2015--07",86,315.595712209156,31.24078,"DE0580675108","PL005178712748"
"5189","PL005254375959","PL005254375959",1,11,"2015--28","2015--07",80,316.631599286409,29.403717,"DE0580675108","PL005178712748"
"5190","PL005254375959","PL005254375959",1,16,"2015--33","2015--08",117,314.419061077283,30.71124,"DE0580675108","PL005178712748"
"5191","PL005254375959","PL005254375959",1,9,"2015--26","2015--07",68,353.283965039577,27.380465,"DE0580675108","PL005178712748"
"5192","PL005254375959","PL005254375959",1,5,"2015--22","2015--06",41,398.799584773357,30.576168,"DE0580675108","PL005178712748"
"5193","PL005254375959","PL005254375959",1,18,"2015--34","2015--08",128,336.618141725739,30.676053,"DE0580675108","PL005178712748"
"5194","PL005254375959","PL005254375959",1,15,"2015--32","2015--08",108,415.786187820841,31.60178,"DE0580675108","PL005178712748"
"5195","PL005254375959","PL005254375959",1,9,"2015--25","2015--06",63,319.546383250564,31.331684,"DE0580675108","PL005178712748"
"5196","PL005254375959","PL005254375959",1,16,"2015--33","2015--08",115,335.807108364658,25.38064,"DE0580675108","PL005178712748"
"5197","PL005254375959","PL005254375959",1,15,"2015--31","2015--08",105,286.921111286829,31.599684,"DE0580675108","PL005178712748"
"5198","PL005254375959","PL005254375959",1,4,"2015--21","2015--05",34,342.953905055156,20.933824,"DE0580675108","PL005178712748"
"5199","PL005254375959","PL005254375959",1,17,"2015--34","2015--08",125,317.81235913125,31.425126,"DE0580675108","PL005178712748"
"5200","PL005254375959","PL005254375959",1,18,"2015--35","2015--09",132,327.467300874141,31.141051,"DE0580675108","PL005178712748"
"5201","PL005254375959","PL005254375959",1,7,"2015--23","2015--06",51,303.688320491096,21.306133,"DE0580675108","PL005178712748"
"5202","PL005254375959","PL005254375959",1,16,"2015--32","2015--08",113,377.326651151894,32.038089,"DE0580675108","PL005178712748"
"5203","PL005254375959","PL005254375959",1,14,"2015--30","2015--08",100,379.579599135486,32.399526,"DE0580675108","PL005178712748"
"5204","PL005254375959","PL005254375959",1,21,"2015--38","2015--09",152,286.065447557222,32.19688,"DE0580675108","PL005178712748"
"5205","PL005254375959","PL005254375959",1,13,"2015--29","2015--07",93,324.93291778485,31.11552,"DE0580675108","PL005178712748"
"5206","PL005254375959","PL005254375959",1,12,"2015--29","2015--07",89,271.751857110951,29.437194,"DE0580675108","PL005178712748"
"5207","PL005254375959","PL005254375959",1,22,"2015--39","2015--09",158,303.596250942022,27.183885,"DE0580675108","PL005178712748"
"5208","PL005254375959","PL005254375959",1,16,"2015--33","2015--08",116,331.161541263778,27.717272,"DE0580675108","PL005178712748"
"5209","PL005254375959","PL005254375959",1,11,"2015--27","2015--07",77,331.678523817319,30.166593,"DE0580675108","PL005178712748"
"5210","PL005254375959","PL005254375959",1,13,"2015--30","2015--07",96,420.495862858596,31.909182,"DE0580675108","PL005178712748"
"5211","PL005254375959","PL005254375959",1,21,"2015--38","2015--09",153,292.241015312646,32.173557,"DE0580675108","PL005178712748"
"5212","PL005254375959","PL005254375959",1,20,"2015--36","2015--09",141,417.614630477603,33.83672,"DE0580675108","PL005178712748"
"5213","PL005254375959","PL005254375959",1,8,"2015--25","2015--06",62,378.184123440198,27.06692,"DE0580675108","PL005178712748"
"5214","PL005254375959","PL005254375959",1,11,"2015--28","2015--07",81,220.403791678611,30.184979,"DE0580675108","PL005178712748"
"5215","PL005254375959","PL005254375959",1,20,"2015--37","2015--09",144,394.142919940513,35.199924,"DE0580675108","PL005178712748"
"5216","PL005254375959","PL005254375959",1,17,"2015--33","2015--08",121,389.033238274798,32.859794,"DE0580675108","PL005178712748"
"5217","PL005254375980","PL005254375980",1,21,"2015--39","2015--09",152,418.543173689561,25.987356,"US62072898","PL005256750228"
"5218","PL005254375980","PL005254375980",1,16,"2015--33","2015--08",115,290.083285533577,27.555786,"US62072898","PL005256750228"
"5219","PL005254375980","PL005254375980",1,21,"2015--39","2015--09",151,360.068289725068,25.804525,"US62072898","PL005256750228"
"5220","PL005254375980","PL005254375980",1,16,"2015--33","2015--08",112,330.888423553805,24.214851,"US62072898","PL005256750228"
"5221","PL005254375980","PL005254375980",1,20,"2015--37","2015--09",143,309.672741959799,25.047825,"US62072898","PL005256750228"
"5222","PL005254375980","PL005254375980",1,22,"2015--39","2015--10",156,283.524404801125,24.04738,"US62072898","PL005256750228"
"5223","PL005254375980","PL005254375980",1,13,"2015--31","2015--08",95,351.808430097656,26.615944,"US62072898","PL005256750228"
"5224","PL005254375980","PL005254375980",1,22,"2015--39","2015--10",155,220.172774650282,26.437799,"US62072898","PL005256750228"
"5225","PL005254375980","PL005254375980",1,8,"2015--26","2015--06",60,218.856601347184,24.940072,"US62072898","PL005256750228"
"5226","PL005254375980","PL005254375980",1,17,"2015--35","2015--08",123,278.674066091716,27.524124,"US62072898","PL005256750228"
