"","animal","ID","lac12","lac_wk.","yearwk","yearmo","DIM","ch4clean","dfpcm","Sire","Dam"
"2845","PL005254374464","PL005254374464",1,6,"2015--20","2015--05",44,351.055639928042,41.398793,"PL005135296823","PL005112970210"
"2846","PL005254374464","PL005254374464",1,22,"2015--37","2015--09",160,367.459538911578,37.381632,"PL005135296823","PL005112970210"
"2847","PL005254374464","PL005254374464",1,16,"2015--30","2015--08",114,535.354579456428,48.012756,"PL005135296823","PL005112970210"
"2848","PL005254374464","PL005254374464",1,21,"2015--36","2015--09",152,260.265449046605,33.894366,"PL005135296823","PL005112970210"
"2849","PL005254374464","PL005254374464",1,7,"2015--21","2015--05",51,384.33484046243,40.783119,"PL005135296823","PL005112970210"
"2850","PL005254374464","PL005254374464",1,4,"2015--19","2015--05",32,543.546927476323,40.197332,"PL005135296823","PL005112970210"
"2851","PL005254374464","PL005254374464",1,3,"2015--18","2015--05",27,432.499559189835,39.443403,"PL005135296823","PL005112970210"
"2852","PL005254374464","PL005254374464",1,21,"2015--35","2015--09",149,404.207407566247,35.884695,"PL005135296823","PL005112970210"
"2853","PL005254374464","PL005254374464",1,9,"2015--23","2015--06",64,532.831437618921,42.838664,"PL005135296823","PL005112970210"
"2854","PL005254374464","PL005254374464",1,13,"2015--27","2015--07",93,373.430026687523,39.988816,"PL005135296823","PL005112970210"
"2855","PL005254374464","PL005254374464",1,21,"2015--35","2015--09",148,253.948443209666,32.823637,"PL005135296823","PL005112970210"
"2856","PL005254374464","PL005254374464",1,11,"2015--25","2015--06",80,431.282812387465,44.141328,"PL005135296823","PL005112970210"
"2857","PL005254374464","PL005254374464",1,23,"2015--38","2015--09",165,371.411154404717,37.39736,"PL005135296823","PL005112970210"
"2858","PL005254374464","PL005254374464",1,23,"2015--37","2015--09",164,361.957763214553,36.211227,"PL005135296823","PL005112970210"
"2859","PL005254374464","PL005254374464",1,7,"2015--22","2015--06",55,421.421178867283,40.730156,"PL005135296823","PL005112970210"
"2860","PL005254374464","PL005254374464",1,10,"2015--25","2015--06",76,381.141530348428,34.3728,"PL005135296823","PL005112970210"
"2861","PL005254374464","PL005254374464",1,8,"2015--23","2015--06",60,494.301919868202,41.43128,"PL005135296823","PL005112970210"
"2862","PL005254374464","PL005254374464",1,11,"2015--26","2015--06",81,372.872646818107,43.649346,"PL005135296823","PL005112970210"
"2863","PL005254374464","PL005254374464",1,15,"2015--30","2015--07",109,309.240826219115,39.7118,"PL005135296823","PL005112970210"
"2864","PL005254374464","PL005254374464",1,14,"2015--28","2015--07",98,414.991490448212,41.24203,"PL005135296823","PL005112970210"
"2865","PL005254374464","PL005254374464",1,4,"2015--18","2015--05",28,373.818907113722,40.395825,"PL005135296823","PL005112970210"
"2866","PL005254374471","PL005254374471",1,10,"2015--18","2015--05",73,325.641380430463,29.908298,"DK250027","PL005184281450"
"2867","PL005254374471","PL005254374471",1,20,"2015--29","2015--07",146,373.179153883747,24.75168,"DK250027","PL005184281450"
"2868","PL005254374471","PL005254374471",1,9,"2015--17","2015--04",65,334.847038372077,31.0395,"DK250027","PL005184281450"
"2869","PL005254374471","PL005254374471",1,12,"2015--20","2015--05",84,381.114087656699,29.764185,"DK250027","PL005184281450"
"2870","PL005254374471","PL005254374471",1,15,"2015--23","2015--06",106,328.407446120072,31.972239,"DK250027","PL005184281450"
"2871","PL005254374471","PL005254374471",1,23,"2015--31","2015--08",163,412.678091738053,33.365242,"DK250027","PL005184281450"
"2872","PL005254374471","PL005254374471",1,19,"2015--28","2015--07",139,341.776472936279,32.162487,"DK250027","PL005184281450"
"2873","PL005254374471","PL005254374471",1,4,"2015--12","2015--03",32,361.299242365848,25.822998,"DK250027","PL005184281450"
"2874","PL005254374471","PL005254374471",1,16,"2015--25","2015--06",118,350.039038446783,31.520426,"DK250027","PL005184281450"
"2875","PL005254374471","PL005254374471",1,13,"2015--22","2015--06",97,398.185065703857,33.034708,"DK250027","PL005184281450"
"2876","PL005254374471","PL005254374471",1,18,"2015--26","2015--07",131,381.627974695848,30.776992,"DK250027","PL005184281450"
"2877","PL005254374471","PL005254374471",1,5,"2015--13","2015--04",40,443.420113613519,32.993909,"DK250027","PL005184281450"
"2878","PL005254374471","PL005254374471",1,16,"2015--24","2015--06",117,389.173811572768,34.48692,"DK250027","PL005184281450"
"2879","PL005254374471","PL005254374471",1,9,"2015--18","2015--05",69,361.301938400569,31.372055,"DK250027","PL005184281450"
"2880","PL005254374471","PL005254374471",1,19,"2015--27","2015--07",138,368.408797246075,31.409784,"DK250027","PL005184281450"
"2881","PL005254374471","PL005254374471",1,13,"2015--21","2015--05",93,373.520234223859,32.03625,"DK250027","PL005184281450"
"2882","PL005254374471","PL005254374471",1,5,"2015--13","2015--04",36,507.293637529574,30.240096,"DK250027","PL005184281450"
"2883","PL005254374471","PL005254374471",1,6,"2015--14","2015--04",43,420.543175488712,29.733332,"DK250027","PL005184281450"
"2884","PL005254374471","PL005254374471",1,13,"2015--21","2015--05",92,336.201810175897,31.001056,"DK250027","PL005184281450"
"2885","PL005254374471","PL005254374471",1,4,"2015--12","2015--03",31,445.15198222752,28.531811,"DK250027","PL005184281450"
"2886","PL005254374471","PL005254374471",1,6,"2015--15","2015--04",48,504.93478498959,31.015344,"DK250027","PL005184281450"
"2887","PL005254374471","PL005254374471",1,15,"2015--23","2015--06",110,362.548566894353,31.027404,"DK250027","PL005184281450"
"2888","PL005254374471","PL005254374471",1,10,"2015--18","2015--05",72,299.952698747956,30.43518,"DK250027","PL005184281450"
"2889","PL005254374471","PL005254374471",1,17,"2015--25","2015--06",122,292.805257263151,30.47148,"DK250027","PL005184281450"
"2890","PL005254374471","PL005254374471",1,9,"2015--17","2015--04",64,431.288517231601,32.144796,"DK250027","PL005184281450"
"2891","PL005254374471","PL005254374471",1,20,"2015--28","2015--07",142,310.204931378312,30.295044,"DK250027","PL005184281450"
"2892","PL005254374471","PL005254374471",1,9,"2015--17","2015--04",63,409.53743762281,32.131315,"DK250027","PL005184281450"
"2893","PL005254374471","PL005254374471",1,21,"2015--29","2015--07",151,384.099287275784,32.159872,"DK250027","PL005184281450"
"2894","PL005254374471","PL005254374471",1,17,"2015--25","2015--06",121,271.350313178371,31.683,"DK250027","PL005184281450"
"2895","PL005254374471","PL005254374471",1,11,"2015--19","2015--05",77,263.544168014538,28.448037,"DK250027","PL005184281450"
"2896","PL005254374471","PL005254374471",1,13,"2015--21","2015--05",96,436.587962381599,32.23882,"DK250027","PL005184281450"
"2897","PL005254374471","PL005254374471",1,21,"2015--29","2015--07",147,243.762339229221,28.5851,"DK250027","PL005184281450"
"2898","PL005254374471","PL005254374471",1,11,"2015--19","2015--05",80,362.726629712458,29.97745,"DK250027","PL005184281450"
"2899","PL005254374471","PL005254374471",1,10,"2015--19","2015--05",76,314.306982937936,30.0027,"DK250027","PL005184281450"
"2900","PL005254374471","PL005254374471",1,7,"2015--16","2015--04",55,459.904381706481,31.953429,"DK250027","PL005184281450"
"2901","PL005254374471","PL005254374471",1,16,"2015--24","2015--06",115,364.964251960675,34.703838,"DK250027","PL005184281450"
"2902","PL005254374471","PL005254374471",1,18,"2015--26","2015--06",126,395.605389697801,30.801828,"DK250027","PL005184281450"
"2903","PL005254374471","PL005254374471",1,15,"2015--23","2015--06",105,327.808178027371,31.848375,"DK250027","PL005184281450"
"2904","PL005254374471","PL005254374471",1,6,"2015--14","2015--04",44,453.556722628553,30.504861,"DK250027","PL005184281450"
"2905","PL005254374471","PL005254374471",1,4,"2015--12","2015--03",28,354.67094673369,30.951362,"DK250027","PL005184281450"
"2906","PL005254374471","PL005254374471",1,23,"2015--32","2015--08",167,404.861084144158,32.840531,"DK250027","PL005184281450"
"2907","PL005254374471","PL005254374471",1,22,"2015--30","2015--07",154,400.840055226884,33.99214,"DK250027","PL005184281450"
"2908","PL005254374471","PL005254374471",1,23,"2015--31","2015--08",162,466.610555264507,32.463284,"DK250027","PL005184281450"
"2909","PL005254374471","PL005254374471",1,22,"2015--30","2015--08",159,423.618253750947,34.02549,"DK250027","PL005184281450"
"2910","PL005254374471","PL005254374471",1,16,"2015--24","2015--06",114,348.136639770795,32.685471,"DK250027","PL005184281450"
"2911","PL005254374471","PL005254374471",1,6,"2015--14","2015--04",47,379.325582786011,30.648664,"DK250027","PL005184281450"
"2912","PL005254374471","PL005254374471",1,14,"2015--22","2015--06",100,373.544741522255,32.536863,"DK250027","PL005184281450"
"2913","PL005254374471","PL005254374471",1,9,"2015--17","2015--05",68,418.18104989736,31.472328,"DK250027","PL005184281450"
"2914","PL005254374471","PL005254374471",1,8,"2015--16","2015--04",59,403.550220079245,31.092132,"DK250027","PL005184281450"
"2915","PL005254374471","PL005254374471",1,22,"2015--30","2015--07",155,409.577206833837,32.281176,"DK250027","PL005184281450"
"2916","PL005254374471","PL005254374471",1,23,"2015--31","2015--08",166,351.960800049241,33.06852,"DK250027","PL005184281450"
"2917","PL005254374471","PL005254374471",1,22,"2015--30","2015--08",158,444.128760715191,33.196359,"DK250027","PL005184281450"
"2918","PL005254374471","PL005254374471",1,5,"2015--13","2015--04",39,405.046645554401,31.015809,"DK250027","PL005184281450"
"2919","PL005254374471","PL005254374471",1,12,"2015--20","2015--05",88,407.802526825177,29.609223,"DK250027","PL005184281450"
"2920","PL005254374471","PL005254374471",1,19,"2015--27","2015--07",134,410.623044134541,30.598164,"DK250027","PL005184281450"
"2921","PL005254374471","PL005254374471",1,3,"2015--12","2015--03",27,284.988353430366,33.396451,"DK250027","PL005184281450"
"2922","PL005254374471","PL005254374471",1,21,"2015--29","2015--07",150,370.406871024296,31.560816,"DK250027","PL005184281450"
"2923","PL005254374471","PL005254374471",1,12,"2015--20","2015--05",85,483.270524730863,29.82269,"DK250027","PL005184281450"
"2924","PL005254374471","PL005254374471",1,12,"2015--20","2015--05",89,350.594186318009,28.047836,"DK250027","PL005184281450"
"2925","PL005254374471","PL005254374471",1,19,"2015--27","2015--07",135,295.459063339728,32.038237,"DK250027","PL005184281450"
"2926","PL005254374471","PL005254374471",1,16,"2015--24","2015--06",113,398.807112682572,31.210977,"DK250027","PL005184281450"
"2927","PL005254374471","PL005254374471",1,11,"2015--19","2015--05",81,350.149093019527,29.719728,"DK250027","PL005184281450"
"2928","PL005254374471","PL005254374471",1,17,"2015--26","2015--06",125,389.808927538681,31.167887,"DK250027","PL005184281450"
"2929","PL005254374471","PL005254374471",1,20,"2015--28","2015--07",143,284.510656660233,29.50248,"DK250027","PL005184281450"
"2930","PL005254374495","PL005254374495",1,20,"2015--28","2015--07",145,434.08566391403,30.619485,"US62942427","PL005250236001"
"2931","PL005254374495","PL005254374495",1,23,"2015--31","2015--08",164,448.13620423695,28.44435,"US62942427","PL005250236001"
"2932","PL005254374495","PL005254374495",1,21,"2015--29","2015--07",149,427.545410142142,28.865172,"US62942427","PL005250236001"
"2933","PL005254374495","PL005254374495",1,19,"2015--27","2015--07",138,441.745013101852,29.978718,"US62942427","PL005250236001"
"2934","PL005254374495","PL005254374495",1,13,"2015--21","2015--05",91,376.597518741776,30.249982,"US62942427","PL005250236001"
"2935","PL005254374495","PL005254374495",1,23,"2015--31","2015--08",161,367.77920504453,32.227206,"US62942427","PL005250236001"
"2936","PL005254374495","PL005254374495",1,10,"2015--19","2015--05",76,515.225770831895,31.791536,"US62942427","PL005250236001"
"2937","PL005254374495","PL005254374495",1,17,"2015--25","2015--06",121,50.1091216655238,18.379362,"US62942427","PL005250236001"
"2938","PL005254374495","PL005254374495",1,20,"2015--29","2015--07",146,396.794646473178,31.743261,"US62942427","PL005250236001"
"2939","PL005254374495","PL005254374495",1,17,"2015--26","2015--06",125,141.351390249056,21.053585,"US62942427","PL005250236001"
"2940","PL005254374495","PL005254374495",1,14,"2015--22","2015--06",99,385.976243712896,26.63118,"US62942427","PL005250236001"
"2941","PL005254374495","PL005254374495",1,7,"2015--15","2015--04",54,409.625210908089,28.785746,"US62942427","PL005250236001"
"2942","PL005254374495","PL005254374495",1,12,"2015--20","2015--05",87,414.58584334126,30.40888,"US62942427","PL005250236001"
"2943","PL005254374495","PL005254374495",1,16,"2015--24","2015--06",112,423.77730917363,30.088674,"US62942427","PL005250236001"
"2944","PL005254374495","PL005254374495",1,22,"2015--30","2015--08",158,481.830567582069,35.497928,"US62942427","PL005250236001"
"2945","PL005254374495","PL005254374495",1,14,"2015--23","2015--06",104,360.20096806274,30.424828,"US62942427","PL005250236001"
"2946","PL005254374495","PL005254374495",1,8,"2015--16","2015--04",61,396.143828273556,28.07466,"US62942427","PL005250236001"
"2947","PL005254374495","PL005254374495",1,10,"2015--18","2015--05",75,481.852197917405,31.246875,"US62942427","PL005250236001"
"2948","PL005254374495","PL005254374495",1,19,"2015--27","2015--07",137,404.668532396163,30.772134,"US62942427","PL005250236001"
"2949","PL005254374495","PL005254374495",1,16,"2015--24","2015--06",117,278.595636929824,22.5216,"US62942427","PL005250236001"
"2950","PL005254374495","PL005254374495",1,23,"2015--31","2015--08",165,387.414829328257,31.115891,"US62942427","PL005250236001"
"2951","PL005254374495","PL005254374495",1,10,"2015--18","2015--05",72,548.420583926537,29.910876,"US62942427","PL005250236001"
"2952","PL005254374495","PL005254374495",1,20,"2015--28","2015--07",141,397.279085973965,25.934309,"US62942427","PL005250236001"
"2953","PL005254374495","PL005254374495",1,16,"2015--24","2015--06",113,308.227732060299,24.06632,"US62942427","PL005250236001"
"2954","PL005254374495","PL005254374495",1,11,"2015--20","2015--05",83,447.849708712813,31.875606,"US62942427","PL005250236001"
"2955","PL005254374495","PL005254374495",1,11,"2015--19","2015--05",80,377.627382090303,23.25345,"US62942427","PL005250236001"
"2956","PL005254374495","PL005254374495",1,11,"2015--19","2015--05",79,355.341101716648,24.367959,"US62942427","PL005250236001"
"2957","PL005254374495","PL005254374495",1,12,"2015--20","2015--05",84,472.317980802842,30.562032,"US62942427","PL005250236001"
"2958","PL005254374495","PL005254374495",1,15,"2015--23","2015--06",105,344.146248727943,26.520803,"US62942427","PL005250236001"
"2959","PL005254374495","PL005254374495",1,20,"2015--28","2015--07",142,324.500797727015,29.64428,"US62942427","PL005250236001"
"2960","PL005254374495","PL005254374495",1,15,"2015--23","2015--06",108,397.759201229221,27.022665,"US62942427","PL005250236001"
"2961","PL005254374495","PL005254374495",1,7,"2015--15","2015--04",50,389.626363944488,30.035284,"US62942427","PL005250236001"
"2962","PL005254374495","PL005254374495",1,8,"2015--16","2015--04",58,434.114495965514,33.03516,"US62942427","PL005250236001"
"2963","PL005254374495","PL005254374495",1,16,"2015--24","2015--06",116,256.943927436364,23.087845,"US62942427","PL005250236001"
"2964","PL005254374495","PL005254374495",1,9,"2015--17","2015--05",67,366.555280684659,28.040392,"US62942427","PL005250236001"
"2965","PL005254374495","PL005254374495",1,17,"2015--25","2015--06",120,211.176344911213,20.483606,"US62942427","PL005250236001"
"2966","PL005254374495","PL005254374495",1,12,"2015--21","2015--05",90,463.46448956577,32.82664,"US62942427","PL005250236001"
"2967","PL005254374495","PL005254374495",1,24,"2015--32","2015--08",168,392.858495542262,30.328352,"US62942427","PL005250236001"
"2968","PL005254374495","PL005254374495",1,17,"2015--25","2015--06",124,214.345501226185,20.75808,"US62942427","PL005250236001"
"2969","PL005254374495","PL005254374495",1,9,"2015--17","2015--05",68,511.517892238017,32.176196,"US62942427","PL005250236001"
"2970","PL005254374495","PL005254374495",1,12,"2015--20","2015--05",88,403.222010428102,29.915495,"US62942427","PL005250236001"
"2971","PL005254374495","PL005254374495",1,22,"2015--30","2015--07",157,398.491237972079,34.366902,"US62942427","PL005250236001"
"2972","PL005254374495","PL005254374495",1,13,"2015--21","2015--05",95,387.784118724661,28.14162,"US62942427","PL005250236001"
"2973","PL005254374495","PL005254374495",1,21,"2015--30","2015--07",153,388.636900759409,27.856149,"US62942427","PL005250236001"
"2974","PL005254374495","PL005254374495",1,18,"2015--26","2015--07",129,288.283375330368,24.679128,"US62942427","PL005250236001"
"2975","PL005254374495","PL005254374495",1,19,"2015--27","2015--07",133,320.5920102602,27.177384,"US62942427","PL005250236001"
"2976","PL005254374495","PL005254374495",1,8,"2015--16","2015--04",57,468.721928877817,31.684107,"US62942427","PL005250236001"
"2977","PL005254374495","PL005254374495",1,8,"2015--17","2015--04",62,409.370746223287,30.03168,"US62942427","PL005250236001"
"2978","PL005254374495","PL005254374495",1,10,"2015--18","2015--05",71,390.73621277215,26.722656,"US62942427","PL005250236001"
"2979","PL005254374495","PL005254374495",1,21,"2015--29","2015--07",150,368.827989447312,26.365872,"US62942427","PL005250236001"
"2980","PL005254374495","PL005254374495",1,22,"2015--30","2015--07",154,310.763594111637,33.593535,"US62942427","PL005250236001"
"2981","PL005254374549","PL005254374549",1,12,"2015--26","2015--06",87,534.710492561317,39.77061,"FR2253772132","PL005250234014"
"2982","PL005254374549","PL005254374549",1,14,"2015--28","2015--07",101,388.285533496282,44.756244,"FR2253772132","PL005250234014"
"2983","PL005254374549","PL005254374549",1,16,"2015--30","2015--07",117,375.449840709354,39.679486,"FR2253772132","PL005250234014"
"2984","PL005254374549","PL005254374549",1,6,"2015--20","2015--05",46,447.54822616226,41.831697,"FR2253772132","PL005250234014"
"2985","PL005254374549","PL005254374549",1,16,"2015--29","2015--07",113,370.746330186729,41.1625,"FR2253772132","PL005250234014"
"2986","PL005254374549","PL005254374549",1,10,"2015--24","2015--06",72,464.668164939523,38.70154,"FR2253772132","PL005250234014"
"2987","PL005254374549","PL005254374549",1,15,"2015--29","2015--07",111,494.77551554865,39.75823,"FR2253772132","PL005250234014"
"2988","PL005254374549","PL005254374549",1,18,"2015--32","2015--08",131,146.834677689821,18.829792,"FR2253772132","PL005250234014"
"2989","PL005254374549","PL005254374549",1,15,"2015--29","2015--07",107,466.194797411447,40.628756,"FR2253772132","PL005250234014"
"2990","PL005254374549","PL005254374549",1,9,"2015--23","2015--06",68,572.945159183094,41.144448,"FR2253772132","PL005250234014"
"2991","PL005254374549","PL005254374549",1,18,"2015--31","2015--08",127,218.414869344961,20.861874,"FR2253772132","PL005250234014"
"2992","PL005254374549","PL005254374549",1,11,"2015--25","2015--06",79,520.515573153131,41.940416,"FR2253772132","PL005250234014"
"2993","PL005254374549","PL005254374549",1,10,"2015--24","2015--06",75,462.726363906148,43.69792,"FR2253772132","PL005250234014"
"2994","PL005254374549","PL005254374549",1,4,"2015--18","2015--05",30,373.285039696726,37.142016,"FR2253772132","PL005250234014"
"2995","PL005254374549","PL005254374549",1,7,"2015--20","2015--05",49,452.773958394517,42.22713,"FR2253772132","PL005250234014"
"2996","PL005254374549","PL005254374549",1,17,"2015--30","2015--08",120,291.411707548746,28.185336,"FR2253772132","PL005250234014"
"2997","PL005254374549","PL005254374549",1,11,"2015--25","2015--06",82,457.344274524026,40.002164,"FR2253772132","PL005250234014"
"2998","PL005254374549","PL005254374549",1,18,"2015--32","2015--08",128,195.397258347555,24.391854,"FR2253772132","PL005250234014"
"2999","PL005254374549","PL005254374549",1,13,"2015--26","2015--07",92,487.511311083003,41.628396,"FR2253772132","PL005250234014"
"3000","PL005254374549","PL005254374549",1,6,"2015--20","2015--05",47,492.276389652378,42.043904,"FR2253772132","PL005250234014"
"3001","PL005254374549","PL005254374549",1,14,"2015--28","2015--07",104,251.277671733562,39.974794,"FR2253772132","PL005250234014"
"3002","PL005254374549","PL005254374549",1,13,"2015--27","2015--07",93,401.508190748068,41.83221,"FR2253772132","PL005250234014"
"3003","PL005254374549","PL005254374549",1,12,"2015--25","2015--06",85,539.744612416474,40.12519,"FR2253772132","PL005250234014"
"3004","PL005254374549","PL005254374549",1,12,"2015--26","2015--07",88,576.303953244775,41.46189,"FR2253772132","PL005250234014"
"3005","PL005254374549","PL005254374549",1,17,"2015--31","2015--08",121,486.162558213451,30.32121,"FR2253772132","PL005250234014"
"3006","PL005254374549","PL005254374549",1,12,"2015--25","2015--06",84,329.645962333358,41.28168,"FR2253772132","PL005250234014"
"3007","PL005254374549","PL005254374549",1,8,"2015--22","2015--06",58,474.471079599819,41.367615,"FR2253772132","PL005250234014"
"3008","PL005254374549","PL005254374549",1,9,"2015--22","2015--06",64,301.424707364446,41.040682,"FR2253772132","PL005250234014"
"3009","PL005254374549","PL005254374549",1,8,"2015--22","2015--06",59,466.219675129599,41.86254,"FR2253772132","PL005250234014"
"3010","PL005254374549","PL005254374549",1,17,"2015--30","2015--08",119,329.520084615331,26.006436,"FR2253772132","PL005250234014"
"3011","PL005254374549","PL005254374549",1,9,"2015--23","2015--06",65,495.826045327004,42.80539,"FR2253772132","PL005250234014"
"3012","PL005254374549","PL005254374549",1,8,"2015--22","2015--06",61,483.922449762658,44.170815,"FR2253772132","PL005250234014"
"3013","PL005254374549","PL005254374549",1,6,"2015--19","2015--05",42,523.063573261084,43.074411,"FR2253772132","PL005250234014"
"3014","PL005254374549","PL005254374549",1,3,"2015--17","2015--04",26,459.15990849287,33.84211,"FR2253772132","PL005250234014"
"3015","PL005254374549","PL005254374549",1,5,"2015--19","2015--05",41,368.30873655719,42.273066,"FR2253772132","PL005250234014"
"3016","PL005254374549","PL005254374549",1,7,"2015--21","2015--05",54,387.747029629548,39.175422,"FR2253772132","PL005250234014"
"3017","PL005254374549","PL005254374549",1,9,"2015--23","2015--06",69,526.436910532226,40.280438,"FR2253772132","PL005250234014"
"3018","PL005254374549","PL005254374549",1,7,"2015--20","2015--05",50,477.296979766506,42.569345,"FR2253772132","PL005250234014"
"3019","PL005254374549","PL005254374549",1,5,"2015--19","2015--05",38,408.624033802537,42.742784,"FR2253772132","PL005250234014"
"3020","PL005254374549","PL005254374549",1,3,"2015--17","2015--04",25,436.672990642057,37.982805,"FR2253772132","PL005250234014"
"3021","PL005254374549","PL005254374549",1,4,"2015--17","2015--05",29,401.924011721896,38.577804,"FR2253772132","PL005250234014"
"3022","PL005254374549","PL005254374549",1,14,"2015--28","2015--07",102,388.377577869149,43.388172,"FR2253772132","PL005250234014"
"3023","PL005254374549","PL005254374549",1,11,"2015--24","2015--06",77,494.804203984748,39.233579,"FR2253772132","PL005250234014"
"3024","PL005254374549","PL005254374549",1,7,"2015--21","2015--05",53,442.432006439346,43.437071,"FR2253772132","PL005250234014"
"3025","PL005254374549","PL005254374549",1,15,"2015--28","2015--07",105,580.719900563316,38.410698,"FR2253772132","PL005250234014"
"3026","PL005254374549","PL005254374549",1,12,"2015--26","2015--07",89,495.926557184655,42.583028,"FR2253772132","PL005250234014"
"3027","PL005254374549","PL005254374549",1,14,"2015--28","2015--07",103,407.342099175557,42.056742,"FR2253772132","PL005250234014"
"3028","PL005254374549","PL005254374549",1,16,"2015--30","2015--07",116,420.553865727815,38.939264,"FR2253772132","PL005250234014"
"3029","PL005254374549","PL005254374549",1,11,"2015--25","2015--06",80,682.35932654351,40.838244,"FR2253772132","PL005250234014"
"3030","PL005254374549","PL005254374549",1,9,"2015--23","2015--06",67,300.119006121421,39.626571,"FR2253772132","PL005250234014"
"3031","PL005254374549","PL005254374549",1,5,"2015--19","2015--05",37,492.364851881268,41.915774,"FR2253772132","PL005250234014"
"3032","PL005254374549","PL005254374549",1,14,"2015--28","2015--07",100,477.786948408286,44.072061,"FR2253772132","PL005250234014"
"3033","PL005254374549","PL005254374549",1,13,"2015--27","2015--07",96,550.339336614123,37.11578,"FR2253772132","PL005250234014"
"3034","PL005254374549","PL005254374549",1,17,"2015--31","2015--08",123,361.757119957585,36.203552,"FR2253772132","PL005250234014"
"3035","PL005254374549","PL005254374549",1,6,"2015--20","2015--05",45,411.112929078682,39.841524,"FR2253772132","PL005250234014"
"3036","PL005254374549","PL005254374549",1,6,"2015--19","2015--05",43,624.740539117404,41.245164,"FR2253772132","PL005250234014"
"3037","PL005254374549","PL005254374549",1,9,"2015--23","2015--06",66,491.364551299403,40.641706,"FR2253772132","PL005250234014"
"3038","PL005254374549","PL005254374549",1,7,"2015--21","2015--05",51,673.81504881702,44.090672,"FR2253772132","PL005250234014"
"3039","PL005254374549","PL005254374549",1,8,"2015--21","2015--05",57,356.54062263994,41.535534,"FR2253772132","PL005250234014"
"3040","PL005254374549","PL005254374549",1,10,"2015--24","2015--06",76,511.056905279312,40.824189,"FR2253772132","PL005250234014"
"3041","PL005254374549","PL005254374549",1,13,"2015--27","2015--07",97,389.968610759694,37.578,"FR2253772132","PL005250234014"
"3042","PL005254374549","PL005254374549",1,4,"2015--18","2015--05",34,480.912375434068,38.805312,"FR2253772132","PL005250234014"
"3043","PL005254374549","PL005254374549",1,3,"2015--17","2015--04",24,545.925308811521,40.93371,"FR2253772132","PL005250234014"
"3044","PL005254374549","PL005254374549",1,16,"2015--29","2015--07",112,445.417012687738,40.100298,"FR2253772132","PL005250234014"
"3045","PL005254374549","PL005254374549",1,15,"2015--29","2015--07",108,525.720847884205,43.488873,"FR2253772132","PL005250234014"
"3046","PL005254374549","PL005254374549",1,14,"2015--27","2015--07",98,418.122276127878,40.525485,"FR2253772132","PL005250234014"
"3047","PL005254374549","PL005254374549",1,7,"2015--21","2015--05",55,594.489714622639,41.304942,"FR2253772132","PL005250234014"
"3048","PL005254374549","PL005254374549",1,4,"2015--18","2015--05",33,604.349904538537,40.491756,"FR2253772132","PL005250234014"
"3049","PL005254374587","PL005254374587",1,20,"2015--45","2015--11",141,410.261304177188,28.813128,"DK250027","PL005154413171"
"3050","PL005254374587","PL005254374587",1,10,"2015--35","2015--09",70,327.643376939694,26.597872,"DK250027","PL005154413171"
"3051","PL005254374587","PL005254374587",1,14,"2015--40","2015--10",104,392.307908322523,25.942873,"DK250027","PL005154413171"
"3052","PL005254374587","PL005254374587",1,15,"2015--41","2015--10",110,444.582943461608,25.67552,"DK250027","PL005154413171"
"3053","PL005254374587","PL005254374587",1,9,"2015--35","2015--09",68,424.831018101396,27.447992,"DK250027","PL005154413171"
"3054","PL005254374587","PL005254374587",1,14,"2015--39","2015--10",99,340.878493096054,31.54281,"DK250027","PL005154413171"
"3055","PL005254374587","PL005254374587",1,10,"2015--36","2015--09",76,307.087992316303,28.244838,"DK250027","PL005154413171"
"3056","PL005254374587","PL005254374587",1,13,"2015--39","2015--10",97,406.004569659597,29.485762,"DK250027","PL005154413171"
"3057","PL005254374587","PL005254374587",1,13,"2015--38","2015--09",93,357.085892385838,23.289675,"DK250027","PL005154413171"
"3058","PL005254374587","PL005254374587",1,11,"2015--36","2015--09",77,405.370227657757,26.443072,"DK250027","PL005154413171"
"3059","PL005254374587","PL005254374587",1,18,"2015--43","2015--10",126,344.772681857352,24.711438,"DK250027","PL005154413171"
"3060","PL005254374587","PL005254374587",1,12,"2015--37","2015--09",84,418.552169564752,27.89136,"DK250027","PL005154413171"
"3061","PL005254374587","PL005254374587",1,8,"2015--33","2015--08",56,305.67379512222,24.9135,"DK250027","PL005154413171"
"3062","PL005254374587","PL005254374587",1,7,"2015--32","2015--08",49,456.00179531134,26.389976,"DK250027","PL005154413171"
"3063","PL005254374587","PL005254374587",1,18,"2015--44","2015--11",132,395.828834361239,24.29147,"DK250027","PL005154413171"
"3064","PL005254374587","PL005254374587",1,16,"2015--41","2015--10",113,403.855532660321,25.229085,"DK250027","PL005154413171"
"3065","PL005254374587","PL005254374587",1,21,"2015--47","2015--11",152,400.349576749515,28.863108,"DK250027","PL005154413171"
"3066","PL005254374587","PL005254374587",1,10,"2015--36","2015--09",75,378.788686122548,29.11722,"DK250027","PL005154413171"
"3067","PL005254374587","PL005254374587",1,17,"2015--43","2015--10",125,462.876144484996,27.579763,"DK250027","PL005154413171"
"3068","PL005254374587","PL005254374587",1,16,"2015--42","2015--10",117,427.963166773407,29.5078,"DK250027","PL005154413171"
"3069","PL005254374587","PL005254374587",1,10,"2015--35","2015--09",71,393.473271162178,25.719201,"DK250027","PL005154413171"
