"","animal","ID","lac12","lac_wk.","yearwk","yearmo","DIM","ch4clean","dfpcm"
"3943","PL005227674577","PL005227674577",1,5,"2016--32","2016--08",38,338.223222695399,32.563245
"3944","PL005227673594","PL005227673594",1,5,"2016--33","2016--08",38,375.929906673523,31.114368
"3946","PL005236317410","PL005236317410",1,5,"2014--48","2014--12",39,381.537932053075,34.491536
"3948","PL005254376253","PL005254376253",1,5,"2014--50","2014--12",39,307.468423089638,37.328329
"3949","PL005254376970","PL005254376970",1,5,"2014--50","2014--12",39,364.243861182502,30.97638
"3950","PL005254377779","PL005254377779",1,5,"2014--50","2014--12",39,398.087773702963,25.664184
"3951","PL005305364819","PL005305364819",1,5,"2014--50","2014--12",39,431.781371030616,38.42748
"3952","PL005305365090","PL005305365090",1,5,"2014--50","2014--12",39,415.973010147281,31.593276
"3956","PL005254376987","PL005254376987",1,5,"2014--51","2014--12",39,439.322338006296,33.914103
"3957","PL005254380175","PL005254380175",1,5,"2014--51","2014--12",39,371.701026270985,37.527184
"3958","PL005305364963","PL005305364963",1,5,"2014--51","2014--12",39,194.450617950109,25.69308
"3959","PL005305364789","PL005305364789",1,5,"2014--52","2014--12",39,502.265339875437,36.510045
"3960","PL005254377274","PL005254377274",1,5,"2015--00","2015--01",39,418.948075909297,42.673169
"3961","PL005305363584","PL005305363584",1,5,"2015--00","2015--01",39,518.889134984186,45.407952
"3962","PL005254377243","PL005254377243",1,5,"2015--01","2015--01",39,399.035306383672,37.947048
"3963","PL005254378455","PL005254378455",1,5,"2015--01","2015--01",39,341.407964641174,37.598017
"3964","PL005254374440","PL005254374440",1,5,"2015--10","2015--03",39,430.600606102407,27.593328
"3965","PL005305365397","PL005305365397",1,5,"2015--10","2015--03",39,340.697056401977,28.710902
"3966","PL005305365311","PL005305365311",1,5,"2015--12","2015--03",39,478.973522554888,34.444815
"3967","PL005254374471","PL005254374471",1,5,"2015--13","2015--04",39,405.046645554401,31.015809
"3968","PL005254375324","PL005254375324",1,5,"2015--13","2015--04",39,447.110124163752,35.067662
"3972","PL005254375553","PL005254375553",1,5,"2015--19","2015--05",39,409.842929835469,27.800736
"3973","PL005254374464","PL005254374464",1,5,"2015--20","2015--05",39,467.839684856313,43.374198
"3974","PL005254375911","PL005254375911",1,5,"2015--20","2015--05",39,328.206313343823,29.421728
"3978","PL005254376468","PL005254376468",1,5,"2015--22","2015--06",39,384.643459113602,32.672621
"3979","PL005254377991","PL005254377991",1,5,"2015--22","2015--06",39,622.721489597749,41.020404
"3980","PL005237873571","PL005237873571",1,5,"2015--23","2015--06",39,513.011828750548,33.360307
"3981","PL005254375461","PL005254375461",1,5,"2015--23","2015--06",39,353.560758419576,34.913988
"3982","PL005254375775","PL005254375775",1,5,"2015--23","2015--06",39,413.965247091119,40.666142
"3983","PL005254375980","PL005254375980",1,5,"2015--23","2015--06",39,249.218290121475,28.660977
"3984","PL005254376017","PL005254376017",1,5,"2015--23","2015--06",39,389.033655916391,38.94715
"3985","PL005254374730","PL005254374730",1,5,"2015--27","2015--07",39,479.490477957539,41.957292
"3986","PL005254374662","PL005254374662",1,5,"2015--28","2015--07",39,345.622898180219,30.358732
"3987","PL005254374778","PL005254374778",1,5,"2015--29","2015--07",39,373.442763882575,32.728168
"3988","PL005254375027","PL005254375027",1,5,"2015--29","2015--07",39,296.797361978321,37.086984
"3989","PL005254375645","PL005254375645",1,5,"2015--29","2015--07",39,426.648708376543,31.832128
"3990","PL005254376031","PL005254376031",1,5,"2015--29","2015--07",39,430.849659488261,40.851944
"3991","PL005305364376","PL005305364376",1,5,"2015--29","2015--07",39,350.631471723168,30.377006
"3992","PL005237873120","PL005237873120",1,5,"2015--30","2015--07",39,380.472984798225,30.86135
"3993","PL005254376000","PL005254376000",1,5,"2015--30","2015--07",39,510.163786247104,36.120785
"3994","PL005254376079","PL005254376079",1,5,"2015--30","2015--08",39,274.225924043648,22.053958
"3995","PL005254376116","PL005254376116",1,5,"2015--30","2015--08",39,203.87660906872,29.046896
"4000","PL005420728411","PL005420728411",1,5,"2015--43","2015--11",39,406.764782122122,30.157318
"4001","PL005254375065","PL005254375065",1,5,"2015--45","2015--11",39,237.559100901473,32.454616
"4002","PL005420728077","PL005420728077",1,5,"2015--45","2015--11",39,333.882548966717,31.46808
"4003","PL005420728398","PL005420728398",1,5,"2015--51","2015--12",39,409.492834734725,25.30056
"4004","PL005415476617","PL005415476617",1,5,"2015--52","2015--12",39,468.56752043096,33.906015
"4005","PL005415476358","PL005415476358",1,5,"2016--00","2016--01",39,336.015733049106,36.2392
"4008","PL005227673402","PL005227673402",1,5,"2016--27","2016--07",39,355.506539882431,27.028225
"4009","PL005227673426","PL005227673426",1,5,"2016--27","2016--07",39,355.941243354492,29.128467
"4010","PL005227674430","PL005227674430",1,5,"2016--27","2016--07",39,332.389009999421,27.549858
"4013","PL005227673648","PL005227673648",1,5,"2016--28","2016--07",39,396.621252822122,29.824524
"4014","PL005420729432","PL005420729432",1,5,"2016--29","2016--07",39,519.325828058088,37.52835
"4015","PL005227673341","PL005227673341",1,5,"2016--31","2016--08",39,354.651679622921,29.490755
"4016","PL005227673754","PL005227673754",1,5,"2016--31","2016--08",39,345.893261293541,24.61808
"4017","PL005227673792","PL005227673792",1,5,"2016--31","2016--08",39,256.851869515657,19.115004
"4021","PL005227673686","PL005227673686",1,5,"2016--32","2016--08",39,367.075659134018,28.659748
"4022","PL005261200411","PL005261200411",1,5,"2016--32","2016--08",39,330.911918418692,25.26451
"4024","PL005227673549","PL005227673549",1,5,"2016--34","2016--08",39,293.116442004299,20.8088
"4025","PL005227673938","PL005227673938",1,5,"2016--36","2016--09",39,270.846106447226,33.605392
"4028","PL005254376253","PL005254376253",1,5,"2014--50","2014--12",40,310.461077420866,38.72495
"4029","PL005254377687","PL005254377687",1,5,"2014--50","2014--12",40,425.251113103587,36.297448
"4030","PL005305364819","PL005305364819",1,5,"2014--50","2014--12",40,430.223610754707,39.4477
"4031","PL005305365090","PL005305365090",1,5,"2014--50","2014--12",40,329.116863857295,30.940908
"4035","PL005254377229","PL005254377229",1,5,"2014--51","2014--12",40,413.339426756927,34.506103
"4036","PL005254380175","PL005254380175",1,5,"2014--51","2014--12",40,373.917934919577,38.613036
"4037","PL005305364109","PL005305364109",1,5,"2014--51","2014--12",40,364.763365201596,33.319566
"4038","PL005305364963","PL005305364963",1,5,"2014--52","2014--12",40,296.03212494594,25.645222
"4039","PL005254378073","PL005254378073",1,5,"2015--00","2015--01",40,549.371014315338,33.556199
"4040","PL005254377243","PL005254377243",1,5,"2015--01","2015--01",40,349.874546296732,37.86016
"4041","PL005254377625","PL005254377625",1,5,"2015--02","2015--01",40,464.042597947917,34.48104
"4042","PL005237873359","PL005237873359",1,5,"2015--10","2015--03",40,433.872105994014,41.883618
"4043","PL005254374440","PL005254374440",1,5,"2015--10","2015--03",40,415.734919234519,28.201117
"4044","PL005305365311","PL005305365311",1,5,"2015--12","2015--03",40,379.678540438104,33.60348
"4045","PL005254374471","PL005254374471",1,5,"2015--13","2015--04",40,443.420113613519,32.993909
"4046","PL005254375324","PL005254375324",1,5,"2015--13","2015--04",40,383.28023084567,37.62646
"4047","PL005254377694","PL005254377694",1,5,"2015--13","2015--04",40,422.754426301576,33.975042
"4052","PL005254374464","PL005254374464",1,5,"2015--20","2015--05",40,477.602855749409,43.188687
"4054","PL005254375812","PL005254375812",1,5,"2015--21","2015--05",40,454.166236928359,37.164398
"4055","PL005254376468","PL005254376468",1,5,"2015--22","2015--06",40,395.424925835268,32.074945
"4056","PL005254376680","PL005254376680",1,5,"2015--22","2015--06",40,430.284859431869,32.349108
"4058","PL005254375744","PL005254375744",1,5,"2015--23","2015--06",40,441.403814594378,32.559822
"4059","PL005237873403","PL005237873403",1,5,"2015--27","2015--07",40,332.961139617637,18.894642
"4060","PL005254374730","PL005254374730",1,5,"2015--28","2015--07",40,416.674889758291,40.24912
"4061","PL005254375867","PL005254375867",1,5,"2015--28","2015--07",40,328.659553941116,33.63818
"4062","PL005254374259","PL005254374259",1,5,"2015--29","2015--07",40,239.80734006837,31.123872
"4063","PL005254374600","PL005254374600",1,5,"2015--29","2015--07",40,317.608777535932,33.118536
"4064","PL005254374624","PL005254374624",1,5,"2015--29","2015--07",40,262.082650033927,22.990648
"4065","PL005254374778","PL005254374778",1,5,"2015--29","2015--07",40,353.667964574033,30.37818
"4066","PL005254374808","PL005254374808",1,5,"2015--29","2015--07",40,346.10389167615,35.332605
"4067","PL005254375027","PL005254375027",1,5,"2015--29","2015--07",40,330.070020699925,35.638886
"4068","PL005254375645","PL005254375645",1,5,"2015--29","2015--07",40,431.86203589771,28.535094
"4069","PL005254376031","PL005254376031",1,5,"2015--29","2015--07",40,372.315952462886,42.658737
"4070","PL005305364376","PL005305364376",1,5,"2015--29","2015--07",40,412.31174304793,36.447758
"4071","PL005237873120","PL005237873120",1,5,"2015--30","2015--07",40,354.513562866154,30.2841
"4072","PL005254375706","PL005254375706",1,5,"2015--30","2015--08",40,144.494336780505,27.452312
"4073","PL005254376079","PL005254376079",1,5,"2015--30","2015--08",40,306.9895341331,17.250464
"4074","PL005254376116","PL005254376116",1,5,"2015--30","2015--08",40,263.514975241616,27.748
"4085","PL005254375997","PL005254375997",1,5,"2015--50","2015--12",40,461.499241108545,32.797936
"4086","PL005415476075","PL005415476075",1,5,"2015--51","2015--12",40,468.623202406053,44.3463
"4090","PL005227673426","PL005227673426",1,5,"2016--27","2016--07",40,330.907285413322,23.129004
"4092","PL005227673396","PL005227673396",1,5,"2016--28","2016--07",40,349.255268266612,27.664542
"4093","PL005227673648","PL005227673648",1,5,"2016--29","2016--07",40,366.040101696603,29.956225
"4098","PL005227673686","PL005227673686",1,5,"2016--32","2016--08",40,368.255365894615,28.966632
"4099","PL005227673754","PL005227673754",1,5,"2016--32","2016--08",40,390.967825872569,27.33835
"4100","PL005261200411","PL005261200411",1,5,"2016--32","2016--08",40,306.050283875387,23.4927
"4102","PL005227673280","PL005227673280",1,5,"2016--34","2016--08",40,292.143889239958,30.24045
"4103","PL005227673624","PL005227673624",1,5,"2016--34","2016--08",40,258.461814157011,23.4204
"4104","PL005227673808","PL005227673808",1,5,"2016--34","2016--08",40,261.283432069497,19.025659
"4105","PL005254377458","PL005254377458",1,5,"2014--48","2014--12",41,295.697959809925,28.730726
"4107","PL005254376253","PL005254376253",1,5,"2014--50","2014--12",41,459.977728709609,37.863315
"4108","PL005254376970","PL005254376970",1,5,"2014--50","2014--12",41,425.372886758319,31.7504
"4109","PL005254377687","PL005254377687",1,5,"2014--50","2014--12",41,296.660026410333,37.284587
"4110","PL005305364819","PL005305364819",1,5,"2014--50","2014--12",41,415.319853424558,38.555499
"4114","PL005254377229","PL005254377229",1,5,"2014--51","2014--12",41,374.968185269904,37.22446
"4115","PL005254377779","PL005254377779",1,5,"2014--51","2014--12",41,373.574161425452,27.027985
"4116","PL005305364109","PL005305364109",1,5,"2014--51","2014--12",41,422.681216461272,31.157214
"4117","PL005254376963","PL005254376963",1,5,"2015--01","2015--01",41,389.675304147889,36.936781
"4118","PL005254378073","PL005254378073",1,5,"2015--01","2015--01",41,489.778286713601,34.180476
"4119","PL005254377625","PL005254377625",1,5,"2015--02","2015--01",41,477.961641154638,35.607576
"4120","PL005254376475","PL005254376475",1,5,"2015--09","2015--03",41,447.801537552263,40.265745
"4121","PL005254374440","PL005254374440",1,5,"2015--10","2015--03",41,382.276772135567,27.73797
"4122","PL005254377694","PL005254377694",1,5,"2015--13","2015--04",41,555.082319701683,32.788405
"4123","PL005305365069","PL005305365069",1,5,"2015--13","2015--04",41,492.681829365569,38.674549
"4126","PL005254374549","PL005254374549",1,5,"2015--19","2015--05",41,368.30873655719,42.273066
"4127","PL005254376550","PL005254376550",1,5,"2015--19","2015--05",41,387.591611244029,31.463712
"4128","PL005254374419","PL005254374419",1,5,"2015--20","2015--05",41,390.314154788642,33.38712
"4129","PL005254375621","PL005254375621",1,5,"2015--20","2015--05",41,542.07441118596,40.374796
"4130","PL005254375812","PL005254375812",1,5,"2015--21","2015--05",41,334.061160878969,36.234752
"4132","PL005254375959","PL005254375959",1,5,"2015--22","2015--06",41,398.799584773357,30.576168
"4133","PL005254376628","PL005254376628",1,5,"2015--22","2015--06",41,436.193127978894,37.956534
"4134","PL005254376680","PL005254376680",1,5,"2015--22","2015--06",41,325.116608244122,32.686845
"4135","PL005254375881","PL005254375881",1,5,"2015--23","2015--06",41,273.454742822118,24.595613
"4136","PL005237873403","PL005237873403",1,5,"2015--28","2015--07",41,339.525406487131,25.712775
"4137","PL005254374730","PL005254374730",1,5,"2015--28","2015--07",41,372.079505368666,39.57966
"4138","PL005237873137","PL005237873137",1,5,"2015--29","2015--07",41,358.700271758585,32.568668
"4139","PL005254374600","PL005254374600",1,5,"2015--29","2015--07",41,467.701382810456,34.330083
"4140","PL005254374624","PL005254374624",1,5,"2015--29","2015--07",41,310.271880905937,22.689485
"4141","PL005237873120","PL005237873120",1,5,"2015--30","2015--07",41,349.188169179811,31.635325
"4142","PL005254374822","PL005254374822",1,5,"2015--30","2015--08",41,522.812064983526,37.703379
"4143","PL005254375706","PL005254375706",1,5,"2015--30","2015--08",41,200.89986462504,27.45498
"4144","PL005254374853","PL005254374853",1,5,"2015--32","2015--08",41,309.049702715251,31.818324
"4157","PL005420728596","PL005420728596",1,5,"2015--46","2015--11",41,244.912000020185,29.941267
"4160","PL005237872864","PL005237872864",1,5,"2015--49","2015--12",41,432.080910612488,42.274223
"4161","PL005420728749","PL005420728749",1,5,"2015--49","2015--12",41,347.671567727947,35.24905
"4163","PL005254375997","PL005254375997",1,5,"2015--50","2015--12",41,543.42654227679,33.586624
"4164","PL005420728923","PL005420728923",1,5,"2015--50","2015--12",41,464.132567113115,34.134226
"4165","PL005415476259","PL005415476259",1,5,"2016--00","2016--01",41,502.272832234483,37.925807
"4169","PL005227673556","PL005227673556",1,5,"2016--26","2016--06",41,437.219872648009,31.7051
"4170","PL005227672689","PL005227672689",1,5,"2016--27","2016--07",41,373.721634798107,28.002139
"4171","PL005227674430","PL005227674430",1,5,"2016--27","2016--07",41,288.383082708076,20.099916
"4174","PL005227673174","PL005227673174",1,5,"2016--29","2016--07",41,397.280600928828,30.430859
"4175","PL005227674546","PL005227674546",1,5,"2016--29","2016--07",41,318.451921639996,21.906738
"4179","PL005227673686","PL005227673686",1,5,"2016--32","2016--08",41,291.819856278024,30.51454
"4180","PL005227673938","PL005227673938",1,5,"2016--36","2016--09",41,308.986528455587,35.441919
"4182","PL005236317410","PL005236317410",1,6,"2014--49","2014--12",42,268.876563974719,33.510908
"4184","PL005305364819","PL005305364819",1,6,"2014--50","2014--12",42,481.72258057616,40.14235
"4185","PL005305365090","PL005305365090",1,6,"2014--50","2014--12",42,314.077607887148,31.168081
"4189","PL005254377779","PL005254377779",1,6,"2014--51","2014--12",42,361.863035169238,27.122154
"4190","PL005254376987","PL005254376987",1,6,"2014--52","2014--12",42,482.865590017015,35.01014
"4191","PL005305363584","PL005305363584",1,6,"2015--00","2015--01",42,457.748950175369,42.564093
"4192","PL005305364789","PL005305364789",1,6,"2015--00","2015--01",42,500.473619961966,38.917675
"4193","PL005254376963","PL005254376963",1,6,"2015--01","2015--01",42,357.848523258835,36.516576
"4194","PL005254377274","PL005254377274",1,6,"2015--01","2015--01",42,478.727949209554,41.782272
"4195","PL005254376475","PL005254376475",1,6,"2015--09","2015--03",42,403.888381836237,33.46365
"4196","PL005254374440","PL005254374440",1,6,"2015--10","2015--03",42,434.498157049355,29.417805
"4198","PL005254374549","PL005254374549",1,6,"2015--19","2015--05",42,523.063573261084,43.074411
"4199","PL005254375553","PL005254375553",1,6,"2015--19","2015--05",42,382.747197525707,32.66031
"4200","PL005254376550","PL005254376550",1,6,"2015--19","2015--05",42,329.63480569903,33.5446
"4201","PL005254375355","PL005254375355",1,6,"2015--20","2015--05",42,347.906325206339,33.452699
